Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2020-02-11,6.669290542602539,6.784059512781315,6.593109971789821,6.655100230332124,638556000
2020-02-12,6.7850542068481445,6.791527313081513,6.6832309922027475,6.722068205063732,374644000
2020-02-13,6.74124002456665,6.808458355020031,6.699664358470942,6.727049709732668,528016000
2020-02-14,7.214504241943359,7.343463510847542,7.120149881632418,7.151518236943763,1041924000
2020-02-18,7.383296966552734,7.401720059646766,7.0917692538551025,7.1111876251368,620164000
2020-02-19,7.834654808044434,7.852330967951495,7.505783739325234,7.505783739325234,694332000
2020-02-20,7.685281276702881,7.874985762914749,7.3778200907806335,7.786606389380054,810052000
2020-02-21,7.3210577964782715,7.598146374338456,7.236163797120909,7.5730018298766515,768180000
2020-02-24,6.803479194641113,7.017332996867267,6.672030266779533,6.726551675501821,856916000
2020-02-25,6.523900032043457,6.940652838446092,6.422076803304993,6.878662580999284,1055496000
2020-02-26,6.663315296173096,6.857501383409124,6.522655326902824,6.524148719032224,747732000
2020-02-27,6.292397975921631,6.651109629275853,6.199979866175503,6.349692063052161,906416000
2020-02-28,6.727585315704346,6.787121548829875,6.023115906279682,6.039805816985564,1133252000
2020-03-02,6.886014461517334,6.914910943918782,6.501645347978688,6.89772262553681,890744000
2020-03-03,6.6234588623046875,7.001600498433995,6.538015669308391,6.941815302713952,652792000
2020-03-04,7.087294101715088,7.096760128598069,6.656092654369748,6.730824520571797,597408000
2020-03-05,6.807795524597168,7.054658562040525,6.76320548489506,6.887758073843885,540328000
2020-03-06,6.627194881439209,6.685734756521808,6.426914084219726,6.6281912300370935,515412000
2020-03-09,6.114038944244385,6.461789823842316,5.933188588387212,5.9760344334404065,614160000
2020-03-10,6.50363826751709,6.50363826751709,6.127738816135804,6.39054439313937,580648000
2020-03-11,6.13969612121582,6.39203982756586,6.04254523866776,6.363641753017681,499964000
2020-03-12,5.388394355773926,5.881871473624612,5.375689843169427,5.616325351703775,816540000
2020-03-13,5.999449729919434,6.003933536233202,5.470599575524825,5.74187484637782,634836000
2020-03-16,4.89242696762085,5.632269865665609,4.83264176451844,5.291244431847032,726972000
2020-03-17,5.412308692932129,5.501737751770389,4.75790958309167,5.004772651158485,833632000
2020-03-18,5.052352428436279,5.229715334583032,4.500833721531289,4.9845959620842075,874268000
2020-03-19,5.30519437789917,5.398857808850324,4.817446285131416,5.030929082517872,765512000
2020-03-20,5.125339508056641,5.737390671237134,5.109894917756142,5.455403601902111,804636000
2020-03-23,5.298218250274658,5.392629523552924,4.945236229103702,5.1243428328740706,643876000
2020-03-24,6.207203388214111,6.293892369267523,5.680844342374413,5.704509166078749,1101644000
2020-03-25,6.118523120880127,6.522073353340825,6.069698230390393,6.322290934638857,793432000
2020-03-26,6.407983303070068,6.532037508762165,6.227630880895632,6.325778119316937,696108000
2020-03-27,6.2956366539001465,6.554456877535488,6.194748864743846,6.227630747488496,638828000
2020-03-30,6.61598539352417,6.625202449902518,6.317058946170579,6.361150580525666,602252000
2020-03-31,6.566413402557373,6.860357622569464,6.420686609527779,6.656090953906647,949960000
2020-04-01,6.055000305175781,6.514848702488128,6.010410733654808,6.368374998501246,656912000
2020-04-02,6.363891124725342,6.3770935756374705,6.036068666788707,6.0841456956311735,675764000
2020-04-03,6.075924873352051,6.367875901256947,5.938418797118462,6.326275380154457,663212000
2020-04-06,6.685984134674072,6.722851885838275,6.300618139342483,6.358161669354053,727884000
2020-04-07,6.452571392059326,6.93135176439348,6.409476112664187,6.90768646841199,784520000
2020-04-08,6.6498637199401855,6.67477433677172,6.491681849460009,6.561680449942679,542444000
2020-04-09,6.550221920013428,6.798579765085931,6.487198233377991,6.775662320016959,525564000
2020-04-13,6.722105503082275,6.730824149055021,6.402005286281269,6.490437538365158,398408000
2020-04-14,7.073343753814697,7.107470956723758,6.822743740739703,6.850394438952015,530948000
2020-04-15,6.995870590209961,7.078822670323194,6.8598592640862055,6.905196214417297,366148000
2020-04-16,7.341131687164307,7.4482470227383315,7.138111246616909,7.151313699685501,745620000
2020-04-17,7.281843662261963,7.444758304058999,7.147825031273744,7.4233351455447885,539120000
2020-04-20,7.1505656242370605,7.311238611979979,7.10622501863173,7.155298874486627,449388000
2020-04-21,6.713634967803955,7.093769309041945,6.653849770858671,7.0324898266426485,735160000
2020-04-22,7.128146648406982,7.170992971727343,6.860358790611671,6.905944716720575,483356000
2020-04-23,7.074836730957031,7.302269810874267,7.0496771469368555,7.170244355643135,424160000
2020-04-24,7.213839054107666,7.215831751726146,6.989893386008868,7.0646252482687375,352328000
2020-04-27,7.400418758392334,7.560344377134195,7.323694201315822,7.348355852748847,479388000
2020-04-28,7.257928848266602,7.577780016000437,7.252448693645676,7.5478871836807295,442904000
2020-04-29,7.434793949127197,7.487604224796875,7.317465232954582,7.392695014582472,379160000
2020-04-30,7.280847549438477,7.434794583415721,7.266897717897561,7.380738511064173,375916000
2020-05-01,7.044197082519531,7.19664934907171,6.995870611068839,7.083306497775557,342096000
2020-05-04,7.256186485290527,7.269887349552104,6.996867838455305,6.996867838455305,317556000
2020-05-05,7.317216873168945,7.479882551510657,7.256185885177733,7.3603121598757735,368896000
2020-05-06,7.418105125427246,7.522978793723629,7.358818333975298,7.396682438674678,323464000
2020-05-07,7.594471454620361,7.657744114396728,7.506039207003446,7.557354731441017,373732000
2020-05-08,7.784538269042969,7.790765804632102,7.6323349616024645,7.666213192327414,339216000
2020-05-11,8.036633491516113,8.083465208101732,7.75090946645462,7.779556511968252,469060000
2020-05-12,7.77457332611084,8.143248920511974,7.7648583332135,8.09442451252397,493060000
2020-05-13,7.752154350280762,8.049585556938084,7.567567108250094,7.889162025835023,625852000
2020-05-14,8.00175952911377,8.007239685160364,7.659986703722661,7.813684792754124,602312000
2020-05-15,8.46036148071289,8.470075999600581,7.845818621219712,7.861512182740812,987660000
2020-05-18,8.718934059143066,8.884589303928925,8.649433850951814,8.729147467188673,774460000
2020-05-19,8.773983001708984,9.054973244527357,8.73138565707081,8.758787379916113,717320000
2020-05-20,8.937893867492676,9.010632532348788,8.856934496268233,8.958818610786011,587536000
2020-05-21,8.743844032287598,9.020101100066157,8.706228895329847,9.019105226391648,761068000
2020-05-22,8.993942260742188,9.060453867243362,8.682062854228514,8.793661486484568,1038764000
2020-05-26,8.686549186706543,9.148889252286411,8.640963258260788,9.123978155934259,770780000
2020-05-27,8.494733810424805,8.601848133749819,7.968125051631034,8.594126316241642,1175892000
2020-05-28,8.456624031066895,8.72914461818836,8.349258797404328,8.382140677126644,734896000
2020-05-29,8.843733787536621,8.843733787536621,8.454631341685205,8.52388256667139,745256000
2020-06-01,8.774727821350098,8.809104450912509,8.658395961341805,8.8016316010983,389876000
2020-06-02,8.793663024902344,8.805620159058895,8.627011952378224,8.764767488429928,391320000
2020-06-03,8.738112449645996,8.834516425641675,8.668861230773043,8.790674235000841,365440000
2020-06-04,8.739110946655273,8.915307951433638,8.650388313186495,8.700730450365272,424280000
2020-06-05,8.892129898071289,8.968888980051814,8.680792389945124,8.767022291527951,481748000
2020-06-08,8.77748966217041,8.861974090615535,8.658611954317422,8.849513336180427,387736000
2020-06-09,9.017735481262207,9.081286561848843,8.723907159517475,8.77250476505591,468488000
2020-06-10,9.337486267089844,9.47032020468045,9.124902340673307,9.139108573930654,632180000
2020-06-11,8.768766403198242,9.232312709158334,8.758548338121734,9.121410386546229,583652000
2020-06-12,8.904593467712402,9.158547842956978,8.67605972340714,9.133875408904204,570908000
2020-06-15,9.145086288452148,9.15355982883939,8.716429531117667,8.787706903157721,400004000
2020-06-16,9.040164947509766,9.237796281562622,8.811133123116612,9.196176775488638,535716000
2020-06-17,9.20714282989502,9.26994571703587,9.04191020211945,9.085275186891518,408304000
2020-06-18,9.189200401306152,9.253498737967194,9.086023403669651,9.198172107471342,254408000
2020-06-19,9.232312202453613,9.415488216468052,9.198418992735595,9.213621548529286,524160000
2020-06-22,9.496983528137207,9.501469855886985,9.24427559754191,9.270942580669955,398468000
2020-06-23,9.420475959777832,9.612374662100256,9.378109195331302,9.5211602465446,375108000
2020-06-24,9.206644058227539,9.52664119410591,9.11592783209494,9.446641197115392,449372000
2020-06-25,9.460349082946777,9.475302558986806,9.153560872339522,9.326518847354496,376072000
2020-06-26,9.126395225524902,9.470317550118425,9.096489225771645,9.470317550118425,592084000
2020-06-29,9.171255111694336,9.175741439671034,8.872192248669542,9.141100028606203,342248000
2020-06-30,9.468072891235352,9.496483442484411,9.237545662667364,9.284896898313928,367892000
2020-07-01,9.500225067138672,9.54583274604301,9.383590983987299,9.491004278826638,326648000
2020-07-02,9.582219123840332,9.707077672919047,9.548324953315149,9.60888516190442,364056000
2020-07-06,9.80850601196289,9.877788822691091,9.682152061067493,9.711310811380965,315892000
2020-07-07,9.840907096862793,10.0385375123569,9.819972799435526,9.915174416604875,357800000
2020-07-08,10.184080123901367,10.193052779530584,9.934363074863974,9.962524550287647,365480000
2020-07-09,10.476166725158691,10.536976014543933,10.201527168767079,10.347819128826982,494548000
2020-07-10,10.446508407592773,10.62195815274082,10.34632230502277,10.555666215482026,497676000
2020-07-13,10.020841598510742,10.758529236288021,9.993676452273958,10.561896130622017,457076000
2020-07-14,10.344578742980957,10.370248451348802,9.75492649935615,10.043522243264452,542676000
2020-07-15,10.195296287536621,10.400402959676807,10.02433191328917,10.381712302350179,403984000
2020-07-16,10.1030855178833,10.174860113532711,9.86458284413787,9.983709640008557,344964000
2020-07-17,10.169625282287598,10.216478362014545,10.056231189305604,10.19355046144488,266284000
2020-07-20,10.477909088134766,10.4983452186308,10.125015066195536,10.242148242886795,284852000
2020-07-21,10.296229362487793,10.527006686047095,10.254609852091003,10.480152650906263,277036000
2020-07-22,10.406135559082031,10.569373636295285,10.259345450313695,10.335108209767633,367292000
2020-07-23,10.098099708557129,10.514045685791759,9.999907222171016,10.417348641929589,411660000
2020-07-24,10.162649154663086,10.332367179429568,9.746454011921264,9.844147403277994,473292000
2020-07-27,10.388938903808594,10.409125002734362,10.185824899038082,10.20028021077765,292132000
2020-07-28,10.18358325958252,10.349563149486743,10.177353357077523,10.341837804186026,271636000
2020-07-29,10.4328031539917,10.483394378296088,10.314673619703127,10.358286744103465,284508000
2020-07-30,10.58083724975586,10.589808954644608,10.26308279264174,10.342583677416213,308880000
2020-07-31,10.581583976745605,10.732860394600078,10.400401560497146,10.530244569768712,386080000
2020-08-03,10.975850105285645,11.06407362223194,10.68177171546466,10.698967881097097,412720000
2020-08-04,11.192667961120605,11.192667961120605,10.871923602576013,11.01547371807947,310336000
2020-08-05,11.251484870910645,11.336219330060835,11.131361755908749,11.20886903469722,249924000
2020-08-06,11.300081253051758,11.32251098835787,11.143821302479388,11.314286530250245,244316000
2020-08-07,11.164508819580078,11.468805276168764,11.00301526243381,11.27715568329685,342516000
2020-08-10,11.13011646270752,11.372606355226925,10.822580039305214,11.298838151232074,427796000
2020-08-11,10.81610107421875,11.10195500427048,10.762019855826635,11.0391511620562,354512000
2020-08-12,11.40450668334961,11.43117271824543,10.92401228565858,10.95641100943535,464412000
2020-08-13,11.407248497009277,11.685128017216774,11.32027133539724,11.509926382476056,374460000
2020-08-14,11.527870178222656,11.668180357903616,11.404756164396881,11.493976010538608,366436000
2020-08-17,12.298454284667969,12.370977076506582,11.780328544228698,11.814221759737043,621300000
2020-08-18,12.222445487976074,12.456961005010408,12.04849113758863,12.411104236412676,503448000
2020-08-19,12.100573539733887,12.276521435240943,12.060199442883489,12.25807986203985,622624000
2020-08-20,12.10306453704834,12.336333595847098,11.841634005599483,11.937583799289438,921388000
2020-08-21,12.64387321472168,12.768731759096145,12.157147924649754,12.1636278600698,999868000
2020-08-24,12.680506706237793,12.872156287180678,12.468420993403047,12.843495695994228,490564000
2020-08-25,12.710163116455078,12.721377509930308,12.534463346453029,12.591285411866814,289076000
2020-08-26,12.733092308044434,12.828293924014739,12.638139774083976,12.759260179498938,321244000
2020-08-27,12.58879280090332,12.809850195407012,12.527235329807622,12.741563708397562,317604000
2020-08-28,13.106671333312988,13.106920415317942,12.6029999491504,12.635398672993253,537160000
2020-08-31,13.332710266113281,13.53258331919998,12.997012445873757,13.141558884024912,500840000
2020-09-01,13.781938552856445,13.954199839565538,13.398524742328743,13.441901747372668,511316000
2020-09-02,14.305953025817871,14.685128306213809,13.860714188313516,14.662192595748122,874012000
2020-09-03,12.978718757629395,13.845262479156421,12.842354987331236,13.789670133058008,945128000
2020-09-04,12.586828231811523,13.137766594734604,11.671671508568563,12.747621689654373,1463684000
2020-09-08,11.879334449768066,12.514534397187608,11.671174597070062,11.701338708576882,795728000
2020-09-09,12.679065704345703,12.77304906619269,12.197180823219755,12.364955407822613,736200000
2020-09-10,12.276956558227539,13.028327100168193,12.132615038275892,12.95254166837795,698684000
2020-09-11,12.130121231079102,12.616741974034015,11.86213057539192,12.450214127832941,636928000
2020-09-14,12.835869789123535,13.277368457227388,12.595551684233675,13.044030538363547,1201744000
2020-09-15,12.954285621643066,13.26116562200561,12.791497021548054,13.24246842217813,727556000
2020-09-16,12.479134559631348,13.05575039692399,12.478387089902183,12.920633356136223,556384000
2020-09-17,12.428275108337402,12.554168561079699,12.00073682318354,12.09796111206173,792512000
2020-09-18,12.154803276062012,12.59680035864452,11.954870351426399,12.558160170126719,698460000
2020-09-21,12.481874465942383,12.487109605844456,11.87085613457434,11.891298381138371,721044000
2020-09-22,12.602031707763672,12.612252829570023,12.121145424787594,12.539459194494754,646452000
2020-09-23,12.089485168457031,12.6910307443755,12.045111536928447,12.539958219041049,647012000
2020-09-24,12.313101768493652,12.53397616281238,11.980046081436551,12.038131881854135,731240000
2020-09-25,12.837367057800293,12.84708986837173,12.211142549257188,12.412322183097924,588016000
2020-09-28,12.998162269592285,13.014865267978255,12.713967846359738,13.00339740999964,573808000
2020-09-29,13.188372611999512,13.404759354832757,12.896699704167961,12.900937267183263,621460000
2020-09-30,13.492260932922363,13.58400093299412,13.11308560645882,13.120314949362195,689184000
2020-10-01,13.576022148132324,13.723852784691054,13.42270626470049,13.719116909270102,525004000
2020-10-02,13.025334358215332,13.481291747029147,13.01411565780834,13.187624646988372,552496000
2020-10-05,13.603943824768066,13.605688871353124,13.185379898911647,13.19859280204667,479820000
2020-10-06,13.697678565979004,14.102032978540688,13.626380809703134,13.790914459177872,784420000
2020-10-07,13.92453670501709,14.079348507609994,13.824320617120598,13.960186061519869,418084000
2020-10-08,13.799640655517578,14.044696575667912,13.71911934730389,14.035222921184438,378900000
2020-10-09,13.723855972290039,13.785182720298554,13.622144940679467,13.728094486678359,346892000
2020-10-12,14.185795783996582,14.306454115419253,13.873182313009396,13.949964368835202,434744000
2020-10-13,14.207983016967773,14.30794994381382,13.979131789688022,14.256096855408117,344604000
2020-10-14,14.055416107177734,14.302216124780442,13.920548240498162,14.250113877709222,276100000
2020-10-15,13.930519104003906,13.966167506553901,13.728840211329564,13.771718907978359,267224000
2020-10-16,13.772465705871582,14.081590006126707,13.75351935018236,13.997079350551035,242392000
2020-10-19,13.459602355957031,13.943978755097602,13.368858988725798,13.863706617643704,298068000
2020-10-20,13.60693645477295,13.760750671359045,13.468827658433291,13.545111399910018,229212000
2020-10-21,13.486527442932129,13.752523915153827,13.439411181630257,13.586494369727017,219596000
2020-10-22,13.32323932647705,13.573280248327762,13.194354086688874,13.48428287385015,290480000
2020-10-23,13.551841735839844,13.554833516013254,13.253686971984807,13.411987899971415,233484000
2020-10-26,13.104111671447754,13.654053417828147,13.00165222429015,13.389054512253756,336896000
2020-10-27,13.358887672424316,13.404009723033935,13.154217025521328,13.268393463733522,250520000
2020-10-28,12.591314315795898,13.22252574848295,12.573365536090716,13.160700694642038,376520000
2020-10-29,12.98719310760498,13.1554660138975,12.713967290230828,12.802217203657106,320080000
2020-10-30,12.498577117919922,12.899938783652384,12.265238237462876,12.813684031398273,416820000
2020-11-02,12.545195579528809,12.800471655594036,12.359970526300085,12.621977632470886,299652000
2020-11-03,12.982704162597656,13.067962287272977,12.567132024081747,12.672583237882426,272900000
2020-11-04,13.755263328552246,13.788420161667812,13.299305995837793,13.35140823219228,410228000
2020-11-05,14.119979858398438,14.29847385708768,13.951457825239737,14.12247332527056,319028000
2020-11-06,14.520845413208008,14.547519424843008,13.85573065911624,14.069873074674058,383348000
2020-11-09,13.592228889465332,14.649981193111955,13.572285904435727,14.511374071180006,582976000
2020-11-10,12.73391056060791,13.568045705122625,12.592560832185779,13.568045705122625,644068000
2020-11-11,13.38007926940918,13.397031423080273,12.911656438621717,13.016858503014449,404744000
2020-11-12,13.418719291687012,13.727095186966844,13.278367138998329,13.440906585109737,365812000
2020-11-13,13.259422302246094,13.6301216064299,13.022344135985477,13.588738795094928,346312000
2020-11-16,13.47705364227295,13.610923915350146,13.118818879868384,13.135271768563559,413776000
2020-11-17,13.384318351745605,13.557826412595793,13.266153477647206,13.514200240827314,312028000
2020-11-18,13.39079761505127,13.567297422115457,13.147736883321748,13.42719443568386,510924000
2020-11-19,13.402264595031738,13.44938084827416,13.062976218821735,13.175407609922589,565936000
2020-11-20,13.050762176513672,13.456362356408038,13.028075619892086,13.41597712837111,341088000
2020-11-23,13.102865219116211,13.344679240077134,12.978716796287717,13.134026903088728,361356000
2020-11-24,12.92113208770752,13.124804266800115,12.848587585837988,13.105359593870977,346500000
2020-11-25,13.197346687316895,13.231998464127697,12.983204260344133,12.995668743539127,259916000
2020-11-27,13.223769187927246,13.36960656336183,13.13327593389833,13.337198152045374,167276000
2020-11-30,13.363625526428223,13.374595070578604,12.93558887349097,13.227511884967951,286952000
2020-12-01,13.352157592773438,13.490515534310754,13.190863938582352,13.454118713247741,296948000
2020-12-02,13.506220817565918,13.634855948034987,13.19684736614924,13.312768857867693,283360000
2020-12-03,13.362088203430176,13.625419831845909,13.295258375732002,13.553103135838985,199520000
2020-12-04,13.523927688598633,13.525673250859978,13.3548564281311,13.414454775159873,202244000
2020-12-07,13.572303771972656,13.696488871658477,13.465824475979364,13.566817855145986,223244000
2020-12-08,13.316205978393555,13.564326022338461,13.24787886289638,13.550610753206113,271920000
2020-12-09,12.898014068603516,13.380040325422412,12.835672295237968,13.266828022664328,401300000
2020-12-10,12.939409255981445,13.03566535096139,12.81696973001835,12.836421094114389,207764000
2020-12-11,12.980305671691895,12.987038689759416,12.790536917760553,12.934421647039887,209264000
2020-12-14,13.275057792663574,13.354855188995344,13.044393414165178,13.054866786761472,270156000
2020-12-15,13.326677322387695,13.429914719137528,13.153367258404982,13.405726079217924,193016000
2020-12-16,13.208976745605469,13.403233566057898,13.179052006083445,13.388520426437225,223116000
2020-12-17,13.307474136352539,13.345627267700346,13.145135929927608,13.332908923077822,231384000
2020-12-18,13.238402366638184,13.37106510000088,13.037412522907099,13.345130895930414,342064000
2020-12-21,13.29849910736084,13.33615378691673,12.934672561777207,13.041651271934228,302332000
2020-12-22,13.244635581970215,13.303486237493283,13.020953435206877,13.285532154922203,185580000
2020-12-23,12.97631549835205,13.241392657726472,12.972076683807492,13.222440704815508,179144000
2020-12-24,12.960856437683105,13.099255273458642,12.905996314939198,13.004246265824074,97884000
2020-12-28,12.867342948913574,13.029431956629256,12.730939865504727,13.029431956629256,212564000
2020-12-29,12.910482406616211,13.03940572076514,12.80973826692466,12.89227909559382,170372000
2020-12-30,13.112471580505371,13.180299278698694,12.864102327321278,12.95736481779954,225396000
2020-12-31,13.02194881439209,13.117705488541793,12.882302911509694,13.103242533198001,192424000
2021-01-04,13.080302238464355,13.617938246057243,12.929684478796744,13.071075967260793,560640000
2021-01-05,13.370816230773926,13.409467832147044,13.053870626238036,13.066588022840646,322760000
2021-01-06,12.582566261291504,13.21146998185203,12.55413880516699,13.18902690286844,580424000
2021-01-07,13.31021785736084,13.34388294771848,12.853876570510359,12.934670884848757,461480000
2021-01-08,13.243138313293457,13.387023047604911,13.008982809713672,13.328671807745605,292528000
2021-01-11,13.587017059326172,13.925658038034387,13.328672895304072,13.384780117393804,518344000
2021-01-12,13.45061206817627,13.719679767998574,13.311216328336773,13.71768402449052,291476000
2021-01-13,13.497491836547852,13.590506032531524,13.35111386099482,13.455847579319654,210028000
2021-01-14,13.16683292388916,13.565321473534354,13.147133279160743,13.540634372274425,283120000
2021-01-15,12.826945304870605,13.291515970941676,12.815973471680337,13.194512180604901,277780000
2021-01-19,12.992277145385742,13.060852534701333,12.811485407168059,12.983299152566303,226188000
2021-01-20,13.331912994384766,13.39649878887815,13.023695257087448,13.078555369823702,258572000
2021-01-21,13.83239459991455,13.963811180112332,13.21945016668661,13.384530889892854,337780000
2021-01-22,13.67778491973877,13.806708234264098,13.592750838407587,13.705215452670116,246820000
2021-01-25,13.618685722351074,13.793492119765828,13.202990795560247,13.746860401695985,251112000
2021-01-26,13.401239395141602,13.610208413645315,13.353609800845998,13.54612106798346,163980000
2021-01-27,12.885048866271973,13.199251020163084,12.76136222633586,13.19650758610802,371272000
2021-01-28,13.017962455749512,13.30598216339688,12.927691668414592,12.963351559293283,228316000
2021-01-29,12.956866264343262,13.300993160747021,12.878814423264464,13.041900354432046,271552000
2021-02-01,13.2034912109375,13.237155354799151,12.870086910458857,13.020206218914906,217204000
2021-02-02,13.522430419921875,13.537641067674336,13.251866385632363,13.364830415769966,220440000
2021-02-03,13.496246337890625,13.896480411551202,13.482281841439514,13.60147852150151,245408000
2021-02-04,13.629657745361328,13.638884015904384,13.303984378713153,13.496744847218487,201340000
2021-02-05,13.55659294128418,13.702473421105706,13.51145755602402,13.690254486194505,169152000
2021-02-08,14.402195930480957,14.437107169379326,13.692497055412968,13.692497055412968,434624000
2021-02-09,14.227144241333008,14.54633388628955,14.186496893953848,14.304447448387071,287560000
2021-02-10,14.726871490478516,14.867265088454701,14.305192236351298,14.426633882919301,485352000
2021-02-11,15.21214485168457,15.233591013986409,14.887220034832662,14.942330346067738,450828000
2021-02-12,14.923373222351074,15.25253769218881,14.73759406265287,15.011898421690928,374756000
2021-02-16,15.291440963745117,15.333584638692967,14.91215359677489,15.026114553341094,321960000
2021-02-17,14.86826229095459,15.184958583415616,14.742580884574606,15.132590775855693,274756000
2021-02-18,14.791460037231445,14.83559755169139,14.538102390218642,14.691712812264509,233868000
2021-02-19,14.888711929321289,15.13857748178989,14.809163766013866,14.98646340331764,271724000
2021-02-22,14.319408416748047,15.094940323050727,14.288735986594007,14.737347388509237,325884000
2021-02-23,14.10619831085205,14.20270363729607,13.355602807136345,14.039616770055638,391780000
2021-02-24,14.46229362487793,14.47002451469111,13.721174588784693,14.086996832158047,448320000
2021-02-25,13.273810386657715,14.338358769068824,13.182791929455446,14.00994196927011,824436000
2021-02-26,13.679781913757324,13.819426892341085,13.327176440313185,13.717684871330007,500932000
2021-03-01,13.806710243225098,13.88974954445018,13.518940738209812,13.839875927432633,353184000
2021-03-02,13.37231159210205,13.885259551721617,13.362087449027683,13.864811265572884,264116000
2021-03-03,12.77233600616455,13.417448296145926,12.766350677309134,13.392262732449801,377592000
2021-03-04,12.338933944702148,12.94215362647371,12.05315925423988,12.768344146424933,573344000
2021-03-05,12.429951667785645,12.518227637153796,11.649681669205307,12.518227637153796,542840000
2021-03-08,11.563901901245117,12.43967854715779,11.53721905586338,12.418482569945818,543112000
2021-03-09,12.492863655090332,12.58915201626636,12.032871600159124,12.103716394462682,521824000
2021-03-10,12.440979957580566,12.951609937008095,12.430253652478692,12.812415383682872,384376000
2021-03-11,12.965080261230469,13.017715472154405,12.706646923354501,12.921675458094253,299916000
2021-03-12,12.827881813049316,12.860560312963372,12.56246380324971,12.620585875881567,243964000
2021-03-15,13.162395477294922,13.177861641308795,12.739323142592923,12.836609720093831,221988000
2021-03-16,13.262178421020508,13.482944064589773,13.088059638607918,13.327285144673683,272128000
2021-03-17,13.312067031860352,13.423821549663524,12.961086096208373,13.01122622987294,243864000
2021-03-18,12.694672584533691,13.155163337041945,12.689184774264772,13.107767573895753,293896000
2021-03-19,12.817652702331543,12.89323736664005,12.584913218552433,12.7221122782948,299208000
2021-03-22,13.157408714294434,13.365203274729533,12.878520030210659,12.884507424650533,297804000
2021-03-23,13.042162895202637,13.315313523141738,12.992770693426694,13.225260895786674,222048000
2021-03-24,12.61534595489502,13.130467384128083,12.609110196305469,13.12248450929095,245840000
2021-03-25,12.507834434509277,12.68694243677396,12.245160778037405,12.47216318505176,295144000
2021-03-26,12.811168670654297,12.828131687596827,12.346437579198483,12.52704146742673,363968000
2021-03-29,12.919927597045898,13.03392787619914,12.672220596494135,12.792207317685383,273520000
2021-03-30,12.843597412109375,12.946871407349017,12.677212165282276,12.813912609279685,200204000
2021-03-31,13.31905460357666,13.441036818007415,12.954104273344193,12.987032086914477,314776000
2021-04-01,13.781540870666504,13.839662938961883,13.481697266878992,13.542564667727822,308276000
2021-04-05,13.95690631866455,13.983348105865312,13.702962580306432,13.837168900386768,255672000
2021-04-06,13.831182479858398,14.02351088208816,13.74337560455919,13.969130455286203,191744000
2021-04-07,14.112565040588379,14.212345745226544,13.681509770167526,13.8503891147305,251284000
2021-04-08,14.285685539245605,14.439847616833106,14.217833480480142,14.221576077629313,244416000
2021-04-09,14.36850357055664,14.376486445774406,14.143996267272316,14.182910523936435,195172000
2021-04-12,15.175732612609863,15.318919058855966,14.108322670730695,14.258493775252788,869324000
